,Destino,Origen,topic,author,undirected_edge,frequency,weight
170720,crucifique,enjuicie,topico 1,ivan_priale,crucifique-enjuicie,964,964
170721,desidia,crucifique,topico 1,ivan_priale,crucifique-desidia,964,964
171389,enjuicie,caviar,topico 1,BarMarquina,caviar-enjuicie,964,964
176018,ana,canciller,topico 1,CESARA77777777,ana-canciller,964,964
171390,crucifique,enjuicie,topico 1,BarMarquina,crucifique-enjuicie,964,964
170725,ana,canciller,topico 1,Italo408165291,ana-canciller,964,964
176010,enjuicie,caviar,topico 1,PerSomosTodos1,caviar-enjuicie,964,964
144952,retirar,gervasi,topico 1,valjo22,gervasi-retirar,964,964
144951,gervasi,maria,topico 1,valjo22,gervasi-maria,964,964
144949,ana,canciller,topico 1,valjo22,ana-canciller,964,964
177058,desidia,crucifique,topico 1,Ernesto98973386,crucifique-desidia,964,964
177057,crucifique,enjuicie,topico 1,Ernesto98973386,crucifique-enjuicie,964,964
177056,enjuicie,caviar,topico 1,Ernesto98973386,caviar-enjuicie,964,964
170727,gervasi,maria,topico 1,Italo408165291,gervasi-maria,964,964
170728,retirar,gervasi,topico 1,Italo408165291,gervasi-retirar,964,964
177156,ana,canciller,topico 1,CentenoRenata,ana-canciller,964,964
175974,gervasi,maria,topico 1,ChesuKalim,gervasi-maria,964,964
177158,gervasi,maria,topico 1,CentenoRenata,gervasi-maria,964,964
177159,retirar,gervasi,topico 1,CentenoRenata,gervasi-retirar,964,964
177264,crucifique,enjuicie,topico 1,MaggybMaggy,crucifique-enjuicie,964,964
171449,crucifique,enjuicie,topico 1,Larepelita,crucifique-enjuicie,964,964
170574,ana,canciller,topico 1,juanHer64672358,ana-canciller,964,964
171448,enjuicie,caviar,topico 1,Larepelita,caviar-enjuicie,964,964
170576,gervasi,maria,topico 1,juanHer64672358,gervasi-maria,964,964
177067,retirar,gervasi,topico 1,Anaflor59957696,gervasi-retirar,964,964
177126,crucifique,enjuicie,topico 1,Luisant29355777,crucifique-enjuicie,964,964
170577,retirar,gervasi,topico 1,juanHer64672358,gervasi-retirar,964,964
171436,retirar,gervasi,topico 1,Larepelita,gervasi-retirar,964,964
175965,crucifique,enjuicie,topico 1,luisinho_ica,crucifique-enjuicie,964,964
177250,gervasi,maria,topico 1,MaggybMaggy,gervasi-maria,964,964
177248,ana,canciller,topico 1,MaggybMaggy,ana-canciller,964,964
171435,gervasi,maria,topico 1,Larepelita,gervasi-maria,964,964
145118,retirar,gervasi,topico 1,Escorpi78626688,gervasi-retirar,964,964
145117,gervasi,maria,topico 1,Escorpi78626688,gervasi-maria,964,964
177242,desidia,crucifique,topico 1,PedalMetal,crucifique-desidia,964,964
177241,crucifique,enjuicie,topico 1,PedalMetal,crucifique-enjuicie,964,964
177240,enjuicie,caviar,topico 1,PedalMetal,caviar-enjuicie,964,964
170591,desidia,crucifique,topico 1,juanHer64672358,crucifique-desidia,964,964
145115,ana,canciller,topico 1,Escorpi78626688,ana-canciller,964,964
175964,enjuicie,caviar,topico 1,luisinho_ica,caviar-enjuicie,964,964
170597,ana,canciller,topico 1,EduardoPE09,ana-canciller,964,964
170599,gervasi,maria,topico 1,EduardoPE09,gervasi-maria,964,964
170600,retirar,gervasi,topico 1,EduardoPE09,gervasi-retirar,964,964
177263,enjuicie,caviar,topico 1,MaggybMaggy,caviar-enjuicie,964,964
177265,desidia,crucifique,topico 1,MaggybMaggy,crucifique-desidia,964,964
177228,retirar,gervasi,topico 1,PedalMetal,gervasi-retirar,964,964
145130,enjuicie,caviar,topico 1,Escorpi78626688,caviar-enjuicie,964,964
145131,crucifique,enjuicie,topico 1,Escorpi78626688,crucifique-enjuicie,964,964
177251,retirar,gervasi,topico 1,MaggybMaggy,gervasi-retirar,964,964
170532,retirar,gervasi,topico 1,RicTejerina,gervasi-retirar,964,964
177297,retirar,gervasi,topico 1,marcosespmon,gervasi-retirar,964,964
171450,desidia,crucifique,topico 1,Larepelita,crucifique-desidia,964,964
175949,ana,canciller,topico 1,luisinho_ica,ana-canciller,964,964
145141,retirar,gervasi,topico 1,luislozalald54,gervasi-retirar,964,964
177288,desidia,crucifique,topico 1,SalvadorHeresi,crucifique-desidia,964,964
177287,crucifique,enjuicie,topico 1,SalvadorHeresi,crucifique-enjuicie,964,964
177286,enjuicie,caviar,topico 1,SalvadorHeresi,caviar-enjuicie,964,964
175951,gervasi,maria,topico 1,luisinho_ica,gervasi-maria,964,964
175952,retirar,gervasi,topico 1,luisinho_ica,gervasi-retirar,964,964
177294,ana,canciller,topico 1,marcosespmon,ana-canciller,964,964
170545,crucifique,enjuicie,topico 1,RicTejerina,crucifique-enjuicie,964,964
177296,gervasi,maria,topico 1,marcosespmon,gervasi-maria,964,964
170546,desidia,crucifique,topico 1,RicTejerina,crucifique-desidia,964,964
145140,gervasi,maria,topico 1,luislozalald54,gervasi-maria,964,964
145138,ana,canciller,topico 1,luislozalald54,ana-canciller,964,964
177274,retirar,gervasi,topico 1,SalvadorHeresi,gervasi-retirar,964,964
177273,gervasi,maria,topico 1,SalvadorHeresi,gervasi-maria,964,964
177271,ana,canciller,topico 1,SalvadorHeresi,ana-canciller,964,964
145132,desidia,crucifique,topico 1,Escorpi78626688,crucifique-desidia,964,964
170544,enjuicie,caviar,topico 1,RicTejerina,caviar-enjuicie,964,964
170590,crucifique,enjuicie,topico 1,juanHer64672358,crucifique-enjuicie,964,964
171410,enjuicie,caviar,topico 1,Cesar71472357,caviar-enjuicie,964,964
170589,enjuicie,caviar,topico 1,juanHer64672358,caviar-enjuicie,964,964
170656,desidia,crucifique,topico 1,DiazcrisL,crucifique-desidia,964,964
171433,ana,canciller,topico 1,Larepelita,ana-canciller,964,964
143449,desidia,crucifique,topico 1,MiltonChavezmat,crucifique-desidia,964,964
170633,enjuicie,caviar,topico 1,AsesoI,caviar-enjuicie,964,964
170634,crucifique,enjuicie,topico 1,AsesoI,crucifique-enjuicie,964,964
170635,desidia,crucifique,topico 1,AsesoI,crucifique-desidia,964,964
170639,ana,canciller,topico 1,DiazcrisL,ana-canciller,964,964
177182,retirar,gervasi,topico 1,ugluis,gervasi-retirar,964,964
177181,gervasi,maria,topico 1,ugluis,gervasi-maria,964,964
177179,ana,canciller,topico 1,ugluis,ana-canciller,964,964
145082,desidia,crucifique,topico 1,nora_mc1,crucifique-desidia,964,964
145081,crucifique,enjuicie,topico 1,nora_mc1,crucifique-enjuicie,964,964
145080,enjuicie,caviar,topico 1,nora_mc1,caviar-enjuicie,964,964
177173,desidia,crucifique,topico 1,CentenoRenata,crucifique-desidia,964,964
177172,crucifique,enjuicie,topico 1,CentenoRenata,crucifique-enjuicie,964,964
177171,enjuicie,caviar,topico 1,CentenoRenata,caviar-enjuicie,964,964
170641,gervasi,maria,topico 1,DiazcrisL,gervasi-maria,964,964
170642,retirar,gervasi,topico 1,DiazcrisL,gervasi-retirar,964,964
143459,ana,canciller,topico 1,PatriotaRenegon,ana-canciller,964,964
177227,gervasi,maria,topico 1,PedalMetal,gervasi-maria,964,964
170621,retirar,gervasi,topico 1,AsesoI,gervasi-retirar,964,964
171412,desidia,crucifique,topico 1,Cesar71472357,crucifique-desidia,964,964
171411,crucifique,enjuicie,topico 1,Cesar71472357,crucifique-enjuicie,964,964
175966,desidia,crucifique,topico 1,luisinho_ica,crucifique-desidia,964,964
175975,retirar,gervasi,topico 1,ChesuKalim,gervasi-retirar,964,964
177194,enjuicie,caviar,topico 1,ugluis,caviar-enjuicie,964,964
177225,ana,canciller,topico 1,PedalMetal,ana-canciller,964,964
177195,crucifique,enjuicie,topico 1,ugluis,crucifique-enjuicie,964,964
145105,desidia,crucifique,topico 1,EdmerRodriguez3,crucifique-desidia,964,964
145104,crucifique,enjuicie,topico 1,EdmerRodriguez3,crucifique-enjuicie,964,964
145103,enjuicie,caviar,topico 1,EdmerRodriguez3,caviar-enjuicie,964,964
170655,crucifique,enjuicie,topico 1,DiazcrisL,crucifique-enjuicie,964,964
177218,crucifique,enjuicie,topico 1,CampanitaCarra,crucifique-enjuicie,964,964
170654,enjuicie,caviar,topico 1,DiazcrisL,caviar-enjuicie,964,964
177217,enjuicie,caviar,topico 1,CampanitaCarra,caviar-enjuicie,964,964
143447,enjuicie,caviar,topico 1,MiltonChavezmat,caviar-enjuicie,964,964
143448,crucifique,enjuicie,topico 1,MiltonChavezmat,crucifique-enjuicie,964,964
170612,enjuicie,caviar,topico 1,EduardoPE09,caviar-enjuicie,964,964
175972,ana,canciller,topico 1,ChesuKalim,ana-canciller,964,964
170613,crucifique,enjuicie,topico 1,EduardoPE09,crucifique-enjuicie,964,964
170614,desidia,crucifique,topico 1,EduardoPE09,crucifique-desidia,964,964
177219,desidia,crucifique,topico 1,CampanitaCarra,crucifique-desidia,964,964
159530,desidia,crucifique,topico 1,AriadneBoggio2,crucifique-desidia,964,964
177205,retirar,gervasi,topico 1,CampanitaCarra,gervasi-retirar,964,964
159528,enjuicie,caviar,topico 1,AriadneBoggio2,caviar-enjuicie,964,964
177204,gervasi,maria,topico 1,CampanitaCarra,gervasi-maria,964,964
145091,retirar,gervasi,topico 1,EdmerRodriguez3,gervasi-retirar,964,964
145090,gervasi,maria,topico 1,EdmerRodriguez3,gervasi-maria,964,964
145088,ana,canciller,topico 1,EdmerRodriguez3,ana-canciller,964,964
177196,desidia,crucifique,topico 1,ugluis,crucifique-desidia,964,964
169436,gervasi,maria,topico 1,luisaf19r,gervasi-maria,964,964
178779,enjuicie,caviar,topico 1,35passenger15,caviar-enjuicie,964,964
171728,crucifique,enjuicie,topico 1,Maribellalu,crucifique-enjuicie,964,964
157975,enjuicie,caviar,topico 1,joguz01,caviar-enjuicie,964,964
158000,desidia,crucifique,topico 1,valreuwil,crucifique-desidia,964,964
157999,crucifique,enjuicie,topico 1,valreuwil,crucifique-enjuicie,964,964
157998,enjuicie,caviar,topico 1,valreuwil,caviar-enjuicie,964,964
171968,ana,canciller,topico 1,mezones_rives,ana-canciller,964,964
157986,retirar,gervasi,topico 1,valreuwil,gervasi-retirar,964,964
157985,gervasi,maria,topico 1,valreuwil,gervasi-maria,964,964
157983,ana,canciller,topico 1,valreuwil,ana-canciller,964,964
157977,desidia,crucifique,topico 1,joguz01,crucifique-desidia,964,964
157976,crucifique,enjuicie,topico 1,joguz01,crucifique-enjuicie,964,964
158111,desidia,crucifique,topico 1,ebetancourt28,crucifique-desidia,964,964
158110,crucifique,enjuicie,topico 1,ebetancourt28,crucifique-enjuicie,964,964
177202,ana,canciller,topico 1,CampanitaCarra,ana-canciller,964,964
171964,desidia,crucifique,topico 1,jorgesomontes61,crucifique-desidia,964,964
172006,desidia,crucifique,topico 1,LuluRamirez13,crucifique-desidia,964,964
158037,gervasi,maria,topico 1,FernandaAranib,gervasi-maria,964,964
157960,ana,canciller,topico 1,joguz01,ana-canciller,964,964
157904,desidia,crucifique,topico 1,NickyClaws,crucifique-desidia,964,964
157903,crucifique,enjuicie,topico 1,NickyClaws,crucifique-enjuicie,964,964
157902,enjuicie,caviar,topico 1,NickyClaws,caviar-enjuicie,964,964
171962,enjuicie,caviar,topico 1,jorgesomontes61,caviar-enjuicie,964,964
157890,retirar,gervasi,topico 1,NickyClaws,gervasi-retirar,964,964
158035,ana,canciller,topico 1,FernandaAranib,ana-canciller,964,964
157963,retirar,gervasi,topico 1,joguz01,gervasi-retirar,964,964
158038,retirar,gervasi,topico 1,FernandaAranib,gervasi-retirar,964,964
158109,enjuicie,caviar,topico 1,ebetancourt28,caviar-enjuicie,964,964
158168,enjuicie,caviar,topico 1,carlosc00268781,caviar-enjuicie,964,964
175015,crucifique,enjuicie,topico 1,JLuis58298865,crucifique-enjuicie,964,964
175016,desidia,crucifique,topico 1,JLuis58298865,crucifique-desidia,964,964
140991,enjuicie,caviar,topico 1,JorgeLu13131864,caviar-enjuicie,964,964
158156,retirar,gervasi,topico 1,carlosc00268781,gervasi-retirar,964,964
158155,gervasi,maria,topico 1,carlosc00268781,gervasi-maria,964,964
158153,ana,canciller,topico 1,carlosc00268781,ana-canciller,964,964
158170,desidia,crucifique,topico 1,carlosc00268781,crucifique-desidia,964,964
171963,crucifique,enjuicie,topico 1,jorgesomontes61,crucifique-enjuicie,964,964
140992,crucifique,enjuicie,topico 1,JorgeLu13131864,crucifique-enjuicie,964,964
175025,retirar,gervasi,topico 1,AnaPatr15952007,gervasi-retirar,964,964
157686,enjuicie,caviar,topico 1,jav_cis,caviar-enjuicie,964,964
171949,gervasi,maria,topico 1,jorgesomontes61,gervasi-maria,964,964
175022,ana,canciller,topico 1,AnaPatr15952007,ana-canciller,964,964
158097,retirar,gervasi,topico 1,ebetancourt28,gervasi-retirar,964,964
158096,gervasi,maria,topico 1,ebetancourt28,gervasi-maria,964,964
158094,ana,canciller,topico 1,ebetancourt28,ana-canciller,964,964
158052,desidia,crucifique,topico 1,FernandaAranib,crucifique-desidia,964,964
158051,crucifique,enjuicie,topico 1,FernandaAranib,crucifique-enjuicie,964,964
158050,enjuicie,caviar,topico 1,FernandaAranib,caviar-enjuicie,964,964
175024,gervasi,maria,topico 1,AnaPatr15952007,gervasi-maria,964,964
157889,gervasi,maria,topico 1,NickyClaws,gervasi-maria,964,964
157887,ana,canciller,topico 1,NickyClaws,ana-canciller,964,964
157864,desidia,crucifique,topico 1,elivevi18,crucifique-desidia,964,964
157688,desidia,crucifique,topico 1,jav_cis,crucifique-desidia,964,964
157722,crucifique,enjuicie,topico 1,ainoseli,crucifique-enjuicie,964,964
157721,enjuicie,caviar,topico 1,ainoseli,caviar-enjuicie,964,964
175052,gervasi,maria,topico 1,Lalilolila,gervasi-maria,964,964
175053,retirar,gervasi,topico 1,Lalilolila,gervasi-retirar,964,964
171950,retirar,gervasi,topico 1,jorgesomontes61,gervasi-retirar,964,964
157709,retirar,gervasi,topico 1,ainoseli,gervasi-retirar,964,964
157706,ana,canciller,topico 1,ainoseli,ana-canciller,964,964
140993,desidia,crucifique,topico 1,JorgeLu13131864,crucifique-desidia,964,964
157708,gervasi,maria,topico 1,ainoseli,gervasi-maria,964,964
157687,crucifique,enjuicie,topico 1,jav_cis,crucifique-enjuicie,964,964
157729,gervasi,maria,topico 1,Jessica54274325,gervasi-maria,964,964
171947,ana,canciller,topico 1,jorgesomontes61,ana-canciller,964,964
157674,retirar,gervasi,topico 1,jav_cis,gervasi-retirar,964,964
157673,gervasi,maria,topico 1,jav_cis,gervasi-maria,964,964
157671,ana,canciller,topico 1,jav_cis,ana-canciller,964,964
157652,desidia,crucifique,topico 1,andrescsa,crucifique-desidia,964,964
157651,crucifique,enjuicie,topico 1,andrescsa,crucifique-enjuicie,964,964
157650,enjuicie,caviar,topico 1,andrescsa,caviar-enjuicie,964,964
157727,ana,canciller,topico 1,Jessica54274325,ana-canciller,964,964
157730,retirar,gervasi,topico 1,Jessica54274325,gervasi-retirar,964,964
170620,gervasi,maria,topico 1,AsesoI,gervasi-maria,964,964
175050,ana,canciller,topico 1,Lalilolila,ana-canciller,964,964
157862,enjuicie,caviar,topico 1,elivevi18,caviar-enjuicie,964,964
175037,enjuicie,caviar,topico 1,AnaPatr15952007,caviar-enjuicie,964,964
175038,crucifique,enjuicie,topico 1,AnaPatr15952007,crucifique-enjuicie,964,964
175039,desidia,crucifique,topico 1,AnaPatr15952007,crucifique-desidia,964,964
157850,retirar,gervasi,topico 1,elivevi18,gervasi-retirar,964,964
157849,gervasi,maria,topico 1,elivevi18,gervasi-maria,964,964
157863,crucifique,enjuicie,topico 1,elivevi18,crucifique-enjuicie,964,964
157962,gervasi,maria,topico 1,joguz01,gervasi-maria,964,964
157847,ana,canciller,topico 1,elivevi18,ana-canciller,964,964
157841,desidia,crucifique,topico 1,ZONYAMENDOZA,crucifique-desidia,964,964
158608,enjuicie,caviar,topico 1,Giullio67,caviar-enjuicie,964,964
141054,gervasi,maria,topico 1,PEDRODICTADOR,gervasi-maria,964,964
157827,retirar,gervasi,topico 1,ZONYAMENDOZA,gervasi-retirar,964,964
157826,gervasi,maria,topico 1,ZONYAMENDOZA,gervasi-maria,964,964
157824,ana,canciller,topico 1,ZONYAMENDOZA,ana-canciller,964,964
157744,desidia,crucifique,topico 1,Jessica54274325,crucifique-desidia,964,964
157743,crucifique,enjuicie,topico 1,Jessica54274325,crucifique-enjuicie,964,964
157742,enjuicie,caviar,topico 1,Jessica54274325,caviar-enjuicie,964,964
141055,retirar,gervasi,topico 1,PEDRODICTADOR,gervasi-retirar,964,964
158169,crucifique,enjuicie,topico 1,carlosc00268781,crucifique-enjuicie,964,964
158174,ana,canciller,topico 1,opalmott,ana-canciller,964,964
157638,retirar,gervasi,topico 1,andrescsa,gervasi-retirar,964,964
158453,gervasi,maria,topico 1,Vogue1913,gervasi-maria,964,964
172004,enjuicie,caviar,topico 1,LuluRamirez13,caviar-enjuicie,964,964
158548,retirar,gervasi,topico 1,LaRevistaCajama,gervasi-retirar,964,964
158547,gervasi,maria,topico 1,LaRevistaCajama,gervasi-maria,964,964
158545,ana,canciller,topico 1,LaRevistaCajama,ana-canciller,964,964
158468,desidia,crucifique,topico 1,Vogue1913,crucifique-desidia,964,964
158467,crucifique,enjuicie,topico 1,Vogue1913,crucifique-enjuicie,964,964
158609,crucifique,enjuicie,topico 1,Giullio67,crucifique-enjuicie,964,964
141052,ana,canciller,topico 1,PEDRODICTADOR,ana-canciller,964,964
158466,enjuicie,caviar,topico 1,Vogue1913,caviar-enjuicie,964,964
171992,retirar,gervasi,topico 1,LuluRamirez13,gervasi-retirar,964,964
158412,ana,canciller,topico 1,Gabriela210527,ana-canciller,964,964
158429,desidia,crucifique,topico 1,Gabriela210527,crucifique-desidia,964,964
158428,crucifique,enjuicie,topico 1,Gabriela210527,crucifique-enjuicie,964,964
158427,enjuicie,caviar,topico 1,Gabriela210527,caviar-enjuicie,964,964
171991,gervasi,maria,topico 1,LuluRamirez13,gervasi-maria,964,964
171989,ana,canciller,topico 1,LuluRamirez13,ana-canciller,964,964
158415,retirar,gervasi,topico 1,Gabriela210527,gervasi-retirar,964,964
158414,gervasi,maria,topico 1,Gabriela210527,gervasi-maria,964,964
158451,ana,canciller,topico 1,Vogue1913,ana-canciller,964,964
172005,crucifique,enjuicie,topico 1,LuluRamirez13,crucifique-enjuicie,964,964
158454,retirar,gervasi,topico 1,Vogue1913,gervasi-retirar,964,964
158560,enjuicie,caviar,topico 1,LaRevistaCajama,caviar-enjuicie,964,964
158176,gervasi,maria,topico 1,opalmott,gervasi-maria,964,964
158595,gervasi,maria,topico 1,Giullio67,gervasi-maria,964,964
158619,retirar,gervasi,topico 1,VicMacedocano,gervasi-retirar,964,964
158618,gervasi,maria,topico 1,VicMacedocano,gervasi-maria,964,964
158616,ana,canciller,topico 1,VicMacedocano,ana-canciller,964,964
158610,desidia,crucifique,topico 1,Giullio67,crucifique-desidia,964,964
158406,desidia,crucifique,topico 1,Zaida11688983,crucifique-desidia,964,964
157839,enjuicie,caviar,topico 1,ZONYAMENDOZA,caviar-enjuicie,964,964
174943,ana,canciller,topico 1,EdmmeBaguer,ana-canciller,964,964
157840,crucifique,enjuicie,topico 1,ZONYAMENDOZA,crucifique-enjuicie,964,964
158215,crucifique,enjuicie,topico 1,ricduarte5,crucifique-enjuicie,964,964
158593,ana,canciller,topico 1,Giullio67,ana-canciller,964,964
158561,crucifique,enjuicie,topico 1,LaRevistaCajama,crucifique-enjuicie,964,964
158586,desidia,crucifique,topico 1,Jamaisvu130713,crucifique-desidia,964,964
158585,crucifique,enjuicie,topico 1,Jamaisvu130713,crucifique-enjuicie,964,964
158584,enjuicie,caviar,topico 1,Jamaisvu130713,caviar-enjuicie,964,964
174945,gervasi,maria,topico 1,EdmmeBaguer,gervasi-maria,964,964
174946,retirar,gervasi,topico 1,EdmmeBaguer,gervasi-retirar,964,964
158572,retirar,gervasi,topico 1,Jamaisvu130713,gervasi-retirar,964,964
158571,gervasi,maria,topico 1,Jamaisvu130713,gervasi-maria,964,964
158569,ana,canciller,topico 1,Jamaisvu130713,ana-canciller,964,964
158562,desidia,crucifique,topico 1,LaRevistaCajama,crucifique-desidia,964,964
158405,crucifique,enjuicie,topico 1,Zaida11688983,crucifique-enjuicie,964,964
158404,enjuicie,caviar,topico 1,Zaida11688983,caviar-enjuicie,964,964
174958,enjuicie,caviar,topico 1,EdmmeBaguer,caviar-enjuicie,964,964
171983,enjuicie,caviar,topico 1,mezones_rives,caviar-enjuicie,964,964
158260,enjuicie,caviar,topico 1,Miltong3,caviar-enjuicie,964,964
171985,desidia,crucifique,topico 1,mezones_rives,crucifique-desidia,964,964
171984,crucifique,enjuicie,topico 1,mezones_rives,crucifique-enjuicie,964,964
140976,ana,canciller,topico 1,JorgeLu13131864,ana-canciller,964,964
158596,retirar,gervasi,topico 1,Giullio67,gervasi-retirar,964,964
158248,retirar,gervasi,topico 1,Miltong3,gervasi-retirar,964,964
158247,gervasi,maria,topico 1,Miltong3,gervasi-maria,964,964
158189,enjuicie,caviar,topico 1,opalmott,caviar-enjuicie,964,964
158214,enjuicie,caviar,topico 1,ricduarte5,caviar-enjuicie,964,964
158202,retirar,gervasi,topico 1,ricduarte5,gervasi-retirar,964,964
174959,crucifique,enjuicie,topico 1,EdmmeBaguer,crucifique-enjuicie,964,964
158201,gervasi,maria,topico 1,ricduarte5,gervasi-maria,964,964
158199,ana,canciller,topico 1,ricduarte5,ana-canciller,964,964
158191,desidia,crucifique,topico 1,opalmott,crucifique-desidia,964,964
158190,crucifique,enjuicie,topico 1,opalmott,crucifique-enjuicie,964,964
158216,desidia,crucifique,topico 1,ricduarte5,crucifique-desidia,964,964
171970,gervasi,maria,topico 1,mezones_rives,gervasi-maria,964,964
158245,ana,canciller,topico 1,Miltong3,ana-canciller,964,964
175014,enjuicie,caviar,topico 1,JLuis58298865,caviar-enjuicie,964,964
158177,retirar,gervasi,topico 1,opalmott,gervasi-retirar,964,964
158261,crucifique,enjuicie,topico 1,Miltong3,crucifique-enjuicie,964,964
158262,desidia,crucifique,topico 1,Miltong3,crucifique-desidia,964,964
158275,ana,canciller,topico 1,Calrornds,ana-canciller,964,964
158277,gervasi,maria,topico 1,Calrornds,gervasi-maria,964,964
174960,desidia,crucifique,topico 1,EdmmeBaguer,crucifique-desidia,964,964
171971,retirar,gervasi,topico 1,mezones_rives,gervasi-retirar,964,964
143435,retirar,gervasi,topico 1,MiltonChavezmat,gervasi-retirar,964,964
158392,retirar,gervasi,topico 1,Zaida11688983,gervasi-retirar,964,964
158391,gervasi,maria,topico 1,Zaida11688983,gervasi-maria,964,964
158384,crucifique,enjuicie,topico 1,SilviaOrejuela,crucifique-enjuicie,964,964
140978,gervasi,maria,topico 1,JorgeLu13131864,gervasi-maria,964,964
140979,retirar,gervasi,topico 1,JorgeLu13131864,gervasi-retirar,964,964
174999,ana,canciller,topico 1,JLuis58298865,ana-canciller,964,964
158371,retirar,gervasi,topico 1,SilviaOrejuela,gervasi-retirar,964,964
158370,gervasi,maria,topico 1,SilviaOrejuela,gervasi-maria,964,964
158368,ana,canciller,topico 1,SilviaOrejuela,ana-canciller,964,964
158292,desidia,crucifique,topico 1,Calrornds,crucifique-desidia,964,964
158291,crucifique,enjuicie,topico 1,Calrornds,crucifique-enjuicie,964,964
158290,enjuicie,caviar,topico 1,Calrornds,caviar-enjuicie,964,964
175001,gervasi,maria,topico 1,JLuis58298865,gervasi-maria,964,964
175002,retirar,gervasi,topico 1,JLuis58298865,gervasi-retirar,964,964
158278,retirar,gervasi,topico 1,Calrornds,gervasi-retirar,964,964
141067,enjuicie,caviar,topico 1,PEDRODICTADOR,caviar-enjuicie,964,964
157637,gervasi,maria,topico 1,andrescsa,gervasi-maria,964,964
158631,enjuicie,caviar,topico 1,VicMacedocano,caviar-enjuicie,964,964
175119,ana,canciller,topico 1,PedroNebur,ana-canciller,964,964
141151,enjuicie,caviar,topico 1,ROSARIOMZYO,caviar-enjuicie,964,964
156617,gervasi,maria,topico 1,lace715,gervasi-maria,964,964
156195,crucifique,enjuicie,topico 1,AncianaC,crucifique-enjuicie,964,964
158383,enjuicie,caviar,topico 1,SilviaOrejuela,caviar-enjuicie,964,964
156472,retirar,gervasi,topico 1,Maru84443292,gervasi-retirar,964,964
158389,ana,canciller,topico 1,Zaida11688983,ana-canciller,964,964
156471,gervasi,maria,topico 1,Maru84443292,gervasi-maria,964,964
156461,enjuicie,caviar,topico 1,alfonsin6212,caviar-enjuicie,964,964
141152,crucifique,enjuicie,topico 1,ROSARIOMZYO,crucifique-enjuicie,964,964
141153,desidia,crucifique,topico 1,ROSARIOMZYO,crucifique-desidia,964,964
156449,retirar,gervasi,topico 1,alfonsin6212,gervasi-retirar,964,964
175112,crucifique,enjuicie,topico 1,jofe189,crucifique-enjuicie,964,964
156448,gervasi,maria,topico 1,alfonsin6212,gervasi-maria,964,964
156446,ana,canciller,topico 1,alfonsin6212,ana-canciller,964,964
156463,desidia,crucifique,topico 1,alfonsin6212,crucifique-desidia,964,964
156369,desidia,crucifique,topico 1,NLiberteno,crucifique-desidia,964,964
156367,enjuicie,caviar,topico 1,NLiberteno,caviar-enjuicie,964,964
175121,gervasi,maria,topico 1,PedroNebur,gervasi-maria,964,964
175122,retirar,gervasi,topico 1,PedroNebur,gervasi-retirar,964,964
156355,retirar,gervasi,topico 1,NLiberteno,gervasi-retirar,964,964
156354,gervasi,maria,topico 1,NLiberteno,gervasi-maria,964,964
175113,desidia,crucifique,topico 1,jofe189,crucifique-desidia,964,964
156484,enjuicie,caviar,topico 1,Maru84443292,caviar-enjuicie,964,964
171919,crucifique,enjuicie,topico 1,cohe_sonia,crucifique-enjuicie,964,964
156368,crucifique,enjuicie,topico 1,NLiberteno,crucifique-enjuicie,964,964
156469,ana,canciller,topico 1,Maru84443292,ana-canciller,964,964
156661,retirar,gervasi,topico 1,carepi27,gervasi-retirar,964,964
156658,ana,canciller,topico 1,carepi27,ana-canciller,964,964
175136,desidia,crucifique,topico 1,PedroNebur,crucifique-desidia,964,964
156182,retirar,gervasi,topico 1,AncianaC,gervasi-retirar,964,964
156630,enjuicie,caviar,topico 1,lace715,caviar-enjuicie,964,964
171906,retirar,gervasi,topico 1,cohe_sonia,gervasi-retirar,964,964
171905,gervasi,maria,topico 1,cohe_sonia,gervasi-maria,964,964
156618,retirar,gervasi,topico 1,lace715,gervasi-retirar,964,964
156615,ana,canciller,topico 1,lace715,ana-canciller,964,964
156485,crucifique,enjuicie,topico 1,Maru84443292,crucifique-enjuicie,964,964
156579,desidia,crucifique,topico 1,FLadcani,crucifique-desidia,964,964
156578,crucifique,enjuicie,topico 1,FLadcani,crucifique-enjuicie,964,964
156577,enjuicie,caviar,topico 1,FLadcani,caviar-enjuicie,964,964
171903,ana,canciller,topico 1,cohe_sonia,ana-canciller,964,964
175111,enjuicie,caviar,topico 1,jofe189,caviar-enjuicie,964,964
156565,retirar,gervasi,topico 1,FLadcani,gervasi-retirar,964,964
156564,gervasi,maria,topico 1,FLadcani,gervasi-maria,964,964
156562,ana,canciller,topico 1,FLadcani,ana-canciller,964,964
156486,desidia,crucifique,topico 1,Maru84443292,crucifique-desidia,964,964
156352,ana,canciller,topico 1,NLiberteno,ana-canciller,964,964
156332,desidia,crucifique,topico 1,SamanamuAlberto,crucifique-desidia,964,964
156660,gervasi,maria,topico 1,carepi27,gervasi-maria,964,964
156682,retirar,gervasi,topico 1,siaoyalee,gervasi-retirar,964,964
156631,crucifique,enjuicie,topico 1,lace715,crucifique-enjuicie,964,964
156632,desidia,crucifique,topico 1,lace715,crucifique-desidia,964,964
156331,crucifique,enjuicie,topico 1,SamanamuAlberto,crucifique-enjuicie,964,964
156136,gervasi,maria,topico 1,galeors,gervasi-maria,964,964
156181,gervasi,maria,topico 1,AncianaC,gervasi-maria,964,964
