,Destino,Origen,topic,author,undirected_edge,frequency,weight
172113,aldo,desidia,topico 1,CaychoAugusto,aldo-desidia,622,622
145249,mariategu,aldo,topico 1,fannyve11544673,aldo-mariategu,622,622
167397,mariategu,aldo,topico 1,gouden20,aldo-mariategu,622,622
177543,aldo,desidia,topico 1,jennyfve2015,aldo-desidia,622,622
168153,aldo,desidia,topico 1,Lita93983005,aldo-desidia,622,622
168154,mariategu,aldo,topico 1,Lita93983005,aldo-mariategu,622,622
166507,mariategu,aldo,topico 1,karim_benest,aldo-mariategu,622,622
177544,mariategu,aldo,topico 1,jennyfve2015,aldo-mariategu,622,622
170101,aldo,desidia,topico 1,elgarresta,aldo-desidia,622,622
165720,aldo,desidia,topico 1,danvib3,aldo-desidia,622,622
178052,mariategu,aldo,topico 1,colmen1955,aldo-mariategu,622,622
178921,mariategu,aldo,topico 1,VcerdanAmaya,aldo-mariategu,622,622
169564,mariategu,aldo,topico 1,stdlibertad,aldo-mariategu,622,622
178782,aldo,desidia,topico 1,35passenger15,aldo-desidia,622,622
177481,mariategu,aldo,topico 1,AgustinQueved19,aldo-mariategu,622,622
177480,aldo,desidia,topico 1,AgustinQueved19,aldo-desidia,622,622
170377,mariategu,aldo,topico 1,Cheyon1234,aldo-mariategu,622,622
166483,aldo,desidia,topico 1,luismanassevitz,aldo-desidia,622,622
169476,mariategu,aldo,topico 1,VicMacedocano,aldo-mariategu,622,622
169498,aldo,desidia,topico 1,MSJL8899,aldo-desidia,622,622
178828,aldo,desidia,topico 1,JorgeCordovaO1,aldo-desidia,622,622
178829,mariategu,aldo,topico 1,JorgeCordovaO1,aldo-mariategu,622,622
178851,aldo,desidia,topico 1,Rom_mel2,aldo-desidia,622,622
178852,mariategu,aldo,topico 1,Rom_mel2,aldo-mariategu,622,622
146823,aldo,desidia,topico 1,LuSalva24,aldo-desidia,622,622
146508,aldo,desidia,topico 1,Jimpatt3,aldo-desidia,622,622
146824,mariategu,aldo,topico 1,LuSalva24,aldo-mariategu,622,622
178874,aldo,desidia,topico 1,Dantuzum,aldo-desidia,622,622
178690,aldo,desidia,topico 1,pankuyag,aldo-desidia,622,622
178875,mariategu,aldo,topico 1,Dantuzum,aldo-mariategu,622,622
168469,aldo,desidia,topico 1,calin2021,aldo-desidia,622,622
160300,mariategu,aldo,topico 1,PATRIOT75419177,aldo-mariategu,622,622
178897,aldo,desidia,topico 1,Wood6213,aldo-desidia,622,622
178898,mariategu,aldo,topico 1,Wood6213,aldo-mariategu,622,622
169499,mariategu,aldo,topico 1,MSJL8899,aldo-mariategu,622,622
178806,mariategu,aldo,topico 1,Ricardo05011406,aldo-mariategu,622,622
146782,mariategu,aldo,topico 1,RZP140650,aldo-mariategu,622,622
146781,aldo,desidia,topico 1,RZP140650,aldo-desidia,622,622
160299,aldo,desidia,topico 1,PATRIOT75419177,aldo-desidia,622,622
146859,aldo,desidia,topico 1,nebur_norom,aldo-desidia,622,622
169475,aldo,desidia,topico 1,VicMacedocano,aldo-desidia,622,622
163376,aldo,desidia,topico 1,gisellass,aldo-desidia,622,622
139668,aldo,desidia,topico 1,Bernard93589097,aldo-desidia,622,622
167578,mariategu,aldo,topico 1,PedroNavarroSa3,aldo-mariategu,622,622
169630,aldo,desidia,topico 1,emag03,aldo-desidia,622,622
146182,mariategu,aldo,topico 1,mijaolivera,aldo-mariategu,622,622
169654,mariategu,aldo,topico 1,AndreaAsenjo3,aldo-mariategu,622,622
169653,aldo,desidia,topico 1,AndreaAsenjo3,aldo-desidia,622,622
139669,mariategu,aldo,topico 1,Bernard93589097,aldo-mariategu,622,622
178667,aldo,desidia,topico 1,manuelc78827758,aldo-desidia,622,622
178668,mariategu,aldo,topico 1,manuelc78827758,aldo-mariategu,622,622
160344,mariategu,aldo,topico 1,robertodsfg,aldo-mariategu,622,622
160343,aldo,desidia,topico 1,robertodsfg,aldo-desidia,622,622
168470,mariategu,aldo,topico 1,calin2021,aldo-mariategu,622,622
146860,mariategu,aldo,topico 1,nebur_norom,aldo-mariategu,622,622
146509,mariategu,aldo,topico 1,Jimpatt3,aldo-mariategu,622,622
162549,aldo,desidia,topico 1,luislchihuan,aldo-desidia,622,622
178805,aldo,desidia,topico 1,Ricardo05011406,aldo-desidia,622,622
178736,aldo,desidia,topico 1,MejiaoteroMejia,aldo-desidia,622,622
167577,aldo,desidia,topico 1,PedroNavarroSa3,aldo-desidia,622,622
178713,aldo,desidia,topico 1,JoseEliasCalleM,aldo-desidia,622,622
178714,mariategu,aldo,topico 1,JoseEliasCalleM,aldo-mariategu,622,622
146572,aldo,desidia,topico 1,Tolerancia2019,aldo-desidia,622,622
146573,mariategu,aldo,topico 1,Tolerancia2019,aldo-mariategu,622,622
169631,mariategu,aldo,topico 1,emag03,aldo-mariategu,622,622
169608,mariategu,aldo,topico 1,mquirose,aldo-mariategu,622,622
178737,mariategu,aldo,topico 1,MejiaoteroMejia,aldo-mariategu,622,622
169429,aldo,desidia,topico 1,1208966Jimmy,aldo-desidia,622,622
178759,aldo,desidia,topico 1,gringoperu,aldo-desidia,622,622
178760,mariategu,aldo,topico 1,gringoperu,aldo-mariategu,622,622
167537,mariategu,aldo,topico 1,aple27,aldo-mariategu,622,622
146758,aldo,desidia,topico 1,LR_7777,aldo-desidia,622,622
146759,mariategu,aldo,topico 1,LR_7777,aldo-mariategu,622,622
169607,aldo,desidia,topico 1,mquirose,aldo-desidia,622,622
145107,mariategu,aldo,topico 1,EdmerRodriguez3,aldo-mariategu,622,622
167536,aldo,desidia,topico 1,aple27,aldo-desidia,622,622
178691,mariategu,aldo,topico 1,pankuyag,aldo-mariategu,622,622
178920,aldo,desidia,topico 1,VcerdanAmaya,aldo-desidia,622,622
160277,mariategu,aldo,topico 1,guajiro1942,aldo-mariategu,622,622
179027,aldo,desidia,topico 1,KevinBardales13,aldo-desidia,622,622
179028,mariategu,aldo,topico 1,KevinBardales13,aldo-mariategu,622,622
168515,aldo,desidia,topico 1,Leodas13,aldo-desidia,622,622
168516,mariategu,aldo,topico 1,Leodas13,aldo-mariategu,622,622
160208,mariategu,aldo,topico 1,ceferogu69,aldo-mariategu,622,622
160207,aldo,desidia,topico 1,ceferogu69,aldo-desidia,622,622
168538,aldo,desidia,topico 1,manarellidiego,aldo-desidia,622,622
168539,mariategu,aldo,topico 1,manarellidiego,aldo-mariategu,622,622
160185,mariategu,aldo,topico 1,cetazeo,aldo-mariategu,622,622
148437,aldo,desidia,topico 1,Compartetuopini,aldo-desidia,622,622
148438,mariategu,aldo,topico 1,Compartetuopini,aldo-mariategu,622,622
169407,mariategu,aldo,topico 1,AntonioGAMA2121,aldo-mariategu,622,622
169406,aldo,desidia,topico 1,AntonioGAMA2121,aldo-desidia,622,622
160276,aldo,desidia,topico 1,guajiro1942,aldo-desidia,622,622
163377,mariategu,aldo,topico 1,gisellass,aldo-mariategu,622,622
165875,aldo,desidia,topico 1,JORGE1410,aldo-desidia,622,622
178313,aldo,desidia,topico 1,marlemantilla72,aldo-desidia,622,622
179074,aldo,desidia,topico 1,Patty_Barrantes,aldo-desidia,622,622
166197,aldo,desidia,topico 1,ctarazona2000,aldo-desidia,622,622
179097,aldo,desidia,topico 1,Milena77508872,aldo-desidia,622,622
148515,aldo,desidia,topico 1,ArturoReyes_C,aldo-desidia,622,622
148516,mariategu,aldo,topico 1,ArturoReyes_C,aldo-mariategu,622,622
166124,mariategu,aldo,topico 1,Luzw14,aldo-mariategu,622,622
166174,aldo,desidia,topico 1,SchaltonR,aldo-desidia,622,622
166175,mariategu,aldo,topico 1,SchaltonR,aldo-mariategu,622,622
162573,mariategu,aldo,topico 1,Rodiazl,aldo-mariategu,622,622
161848,mariategu,aldo,topico 1,BacaDelcarpio,aldo-mariategu,622,622
162572,aldo,desidia,topico 1,Rodiazl,aldo-desidia,622,622
160230,aldo,desidia,topico 1,gloria1629,aldo-desidia,622,622
162550,mariategu,aldo,topico 1,luislchihuan,aldo-mariategu,622,622
147385,mariategu,aldo,topico 1,MalenaMenesesTi,aldo-mariategu,622,622
178944,mariategu,aldo,topico 1,Klarij2,aldo-mariategu,622,622
162658,aldo,desidia,topico 1,AliciaTatcher,aldo-desidia,622,622
161847,aldo,desidia,topico 1,BacaDelcarpio,aldo-desidia,622,622
166198,mariategu,aldo,topico 1,ctarazona2000,aldo-mariategu,622,622
145885,mariategu,aldo,topico 1,Juan_Anticona_,aldo-mariategu,622,622
167621,aldo,desidia,topico 1,fcallez0,aldo-desidia,622,622
167622,mariategu,aldo,topico 1,fcallez0,aldo-mariategu,622,622
169453,mariategu,aldo,topico 1,luisaf19r,aldo-mariategu,622,622
174665,aldo,desidia,topico 1,3AAE5ASTARI,aldo-desidia,622,622
161871,mariategu,aldo,topico 1,Rosa02956915,aldo-mariategu,622,622
146882,aldo,desidia,topico 1,Yury947,aldo-desidia,622,622
146883,mariategu,aldo,topico 1,Yury947,aldo-mariategu,622,622
162526,aldo,desidia,topico 1,Mycroft42097064,aldo-desidia,622,622
178943,aldo,desidia,topico 1,Klarij2,aldo-desidia,622,622
160254,mariategu,aldo,topico 1,xxww,aldo-mariategu,622,622
147384,aldo,desidia,topico 1,MalenaMenesesTi,aldo-desidia,622,622
160253,aldo,desidia,topico 1,xxww,aldo-desidia,622,622
162527,mariategu,aldo,topico 1,Mycroft42097064,aldo-mariategu,622,622
168492,aldo,desidia,topico 1,rpaber,aldo-desidia,622,622
168493,mariategu,aldo,topico 1,rpaber,aldo-mariategu,622,622
166123,aldo,desidia,topico 1,Luzw14,aldo-desidia,622,622
161870,aldo,desidia,topico 1,Rosa02956915,aldo-desidia,622,622
169452,aldo,desidia,topico 1,luisaf19r,aldo-desidia,622,622
145753,aldo,desidia,topico 1,james670803,aldo-desidia,622,622
164041,aldo,desidia,topico 1,marlon_4646,aldo-desidia,622,622
145816,mariategu,aldo,topico 1,avenger_cat,aldo-mariategu,622,622
145754,mariategu,aldo,topico 1,james670803,aldo-mariategu,622,622
179004,aldo,desidia,topico 1,henrysaul2H,aldo-desidia,622,622
179005,mariategu,aldo,topico 1,henrysaul2H,aldo-mariategu,622,622
146181,aldo,desidia,topico 1,mijaolivera,aldo-desidia,622,622
178617,mariategu,aldo,topico 1,NewsDelPeru,aldo-mariategu,622,622
178616,aldo,desidia,topico 1,NewsDelPeru,aldo-desidia,622,622
178594,mariategu,aldo,topico 1,scamones,aldo-mariategu,622,622
160231,mariategu,aldo,topico 1,gloria1629,aldo-mariategu,622,622
168403,mariategu,aldo,topico 1,kikoservice1,aldo-mariategu,622,622
145776,aldo,desidia,topico 1,GigiQuintana3,aldo-desidia,622,622
166371,mariategu,aldo,topico 1,elizucoba,aldo-mariategu,622,622
166370,aldo,desidia,topico 1,elizucoba,aldo-desidia,622,622
139717,mariategu,aldo,topico 1,paas131456789,aldo-mariategu,622,622
169993,mariategu,aldo,topico 1,NANCYKRISTAL,aldo-mariategu,622,622
169992,aldo,desidia,topico 1,NANCYKRISTAL,aldo-desidia,622,622
178189,aldo,desidia,topico 1,JaimeCahuide,aldo-desidia,622,622
178167,mariategu,aldo,topico 1,robertogray,aldo-mariategu,622,622
169430,mariategu,aldo,topico 1,1208966Jimmy,aldo-mariategu,622,622
178190,mariategu,aldo,topico 1,JaimeCahuide,aldo-mariategu,622,622
139716,aldo,desidia,topico 1,paas131456789,aldo-desidia,622,622
162702,aldo,desidia,topico 1,fabio_5000,aldo-desidia,622,622
160498,aldo,desidia,topico 1,malessiaraquel,aldo-desidia,622,622
145777,mariategu,aldo,topico 1,GigiQuintana3,aldo-mariategu,622,622
178212,aldo,desidia,topico 1,pfedelira,aldo-desidia,622,622
178213,mariategu,aldo,topico 1,pfedelira,aldo-mariategu,622,622
160476,mariategu,aldo,topico 1,Jurquiaga2,aldo-mariategu,622,622
160475,aldo,desidia,topico 1,Jurquiaga2,aldo-desidia,622,622
168425,aldo,desidia,topico 1,nicho_tomas,aldo-desidia,622,622
178235,aldo,desidia,topico 1,MiguelG82169974,aldo-desidia,622,622
178236,mariategu,aldo,topico 1,MiguelG82169974,aldo-mariategu,622,622
168426,mariategu,aldo,topico 1,nicho_tomas,aldo-mariategu,622,622
172159,aldo,desidia,topico 1,Laura07905605,aldo-desidia,622,622
172160,mariategu,aldo,topico 1,Laura07905605,aldo-mariategu,622,622
169949,mariategu,aldo,topico 1,HerberthOlivos,aldo-mariategu,622,622
145815,aldo,desidia,topico 1,avenger_cat,aldo-desidia,622,622
160499,mariategu,aldo,topico 1,malessiaraquel,aldo-mariategu,622,622
174666,mariategu,aldo,topico 1,3AAE5ASTARI,aldo-mariategu,622,622
179098,mariategu,aldo,topico 1,Milena77508872,aldo-mariategu,622,622
169882,mariategu,aldo,topico 1,GTNZ1256,aldo-mariategu,622,622
178097,aldo,desidia,topico 1,EHrodric,aldo-desidia,622,622
178451,aldo,desidia,topico 1,pepeponte88,aldo-desidia,622,622
172272,aldo,desidia,topico 1,rivego0914,aldo-desidia,622,622
145703,aldo,desidia,topico 1,DanielTaruma,aldo-desidia,622,622
145704,mariategu,aldo,topico 1,DanielTaruma,aldo-mariategu,622,622
178075,mariategu,aldo,topico 1,Patrici76142410,aldo-mariategu,622,622
168357,mariategu,aldo,topico 1,rocioleonrod,aldo-mariategu,622,622
168380,mariategu,aldo,topico 1,Educole20,aldo-mariategu,622,622
160603,mariategu,aldo,topico 1,NiltonDomenack,aldo-mariategu,622,622
178548,mariategu,aldo,topico 1,oliver19070,aldo-mariategu,622,622
160602,aldo,desidia,topico 1,NiltonDomenack,aldo-desidia,622,622
168379,aldo,desidia,topico 1,Educole20,aldo-desidia,622,622
172250,mariategu,aldo,topico 1,tiva2011,aldo-mariategu,622,622
178120,aldo,desidia,topico 1,Nelly71134766,aldo-desidia,622,622
145731,mariategu,aldo,topico 1,MarcelaChamoch2,aldo-mariategu,622,622
161825,mariategu,aldo,topico 1,Julio58378516,aldo-mariategu,622,622
144967,aldo,desidia,topico 1,valjo22,aldo-desidia,622,622
145730,aldo,desidia,topico 1,MarcelaChamoch2,aldo-desidia,622,622
178121,mariategu,aldo,topico 1,Nelly71134766,aldo-mariategu,622,622
178074,aldo,desidia,topico 1,Patrici76142410,aldo-desidia,622,622
172249,aldo,desidia,topico 1,tiva2011,aldo-desidia,622,622
160542,aldo,desidia,topico 1,sakimayo13,aldo-desidia,622,622
145962,mariategu,aldo,topico 1,pescuso,aldo-mariategu,622,622
178143,aldo,desidia,topico 1,leo_valra,aldo-desidia,622,622
178144,mariategu,aldo,topico 1,leo_valra,aldo-mariategu,622,622
161824,aldo,desidia,topico 1,Julio58378516,aldo-desidia,622,622
160543,mariategu,aldo,topico 1,sakimayo13,aldo-mariategu,622,622
170016,mariategu,aldo,topico 1,DiegoChauca2907,aldo-mariategu,622,622
178521,mariategu,aldo,topico 1,Chabeli62491017,aldo-mariategu,622,622
168402,aldo,desidia,topico 1,kikoservice1,aldo-desidia,622,622
166419,mariategu,aldo,topico 1,DeliaAlendez,aldo-mariategu,622,622
169948,aldo,desidia,topico 1,HerberthOlivos,aldo-desidia,622,622
178258,aldo,desidia,topico 1,IrvingGaray1,aldo-desidia,622,622
178259,mariategu,aldo,topico 1,IrvingGaray1,aldo-mariategu,622,622
162703,mariategu,aldo,topico 1,fabio_5000,aldo-mariategu,622,622
170015,aldo,desidia,topico 1,DiegoChauca2907,aldo-desidia,622,622
178452,mariategu,aldo,topico 1,pepeponte88,aldo-mariategu,622,622
178475,mariategu,aldo,topico 1,dreinosoe,aldo-mariategu,622,622
166418,aldo,desidia,topico 1,DeliaAlendez,aldo-desidia,622,622
178520,aldo,desidia,topico 1,Chabeli62491017,aldo-desidia,622,622
146005,aldo,desidia,topico 1,CarmenD28537459,aldo-desidia,622,622
146006,mariategu,aldo,topico 1,CarmenD28537459,aldo-mariategu,622,622
169773,mariategu,aldo,topico 1,vbroccap,aldo-mariategu,622,622
169772,aldo,desidia,topico 1,vbroccap,aldo-desidia,622,622
178497,aldo,desidia,topico 1,net2073500,aldo-desidia,622,622
178498,mariategu,aldo,topico 1,net2073500,aldo-mariategu,622,622
178474,aldo,desidia,topico 1,dreinosoe,aldo-desidia,622,622
178429,mariategu,aldo,topico 1,ritmeryyamila,aldo-mariategu,622,622
146135,mariategu,aldo,topico 1,Luishid07612826,aldo-mariategu,622,622
146032,aldo,desidia,topico 1,amugpan,aldo-desidia,622,622
146033,mariategu,aldo,topico 1,amugpan,aldo-mariategu,622,622
174734,mariategu,aldo,topico 1,rpedroastorga,aldo-mariategu,622,622
174733,aldo,desidia,topico 1,rpedroastorga,aldo-desidia,622,622
178547,aldo,desidia,topico 1,oliver19070,aldo-desidia,622,622
160367,mariategu,aldo,topico 1,guajiro1942,aldo-mariategu,622,622
166303,aldo,desidia,topico 1,SheylaVelarde,aldo-desidia,622,622
164019,mariategu,aldo,topico 1,Yesika83057729,aldo-mariategu,622,622
160366,aldo,desidia,topico 1,guajiro1942,aldo-desidia,622,622
178570,aldo,desidia,topico 1,tenaz35hco,aldo-desidia,622,622
178571,mariategu,aldo,topico 1,tenaz35hco,aldo-mariategu,622,622
178593,aldo,desidia,topico 1,scamones,aldo-desidia,622,622
145961,aldo,desidia,topico 1,pescuso,aldo-desidia,622,622
178428,aldo,desidia,topico 1,ritmeryyamila,aldo-desidia,622,622
162482,aldo,desidia,topico 1,caenrimo,aldo-desidia,622,622
178337,mariategu,aldo,topico 1,QUIQUEBENITES1,aldo-mariategu,622,622
166348,mariategu,aldo,topico 1,Consy2017,aldo-mariategu,622,622
166347,aldo,desidia,topico 1,Consy2017,aldo-desidia,622,622
160411,mariategu,aldo,topico 1,kismipedro,aldo-mariategu,622,622
160410,aldo,desidia,topico 1,kismipedro,aldo-desidia,622,622
166304,mariategu,aldo,topico 1,SheylaVelarde,aldo-mariategu,622,622
178281,aldo,desidia,topico 1,AlonsoBarua,aldo-desidia,622,622
145884,aldo,desidia,topico 1,Juan_Anticona_,aldo-desidia,622,622
178282,mariategu,aldo,topico 1,AlonsoBarua,aldo-mariategu,622,622
178166,aldo,desidia,topico 1,robertogray,aldo-desidia,622,622
146134,aldo,desidia,topico 1,Luishid07612826,aldo-desidia,622,622
174190,mariategu,aldo,topico 1,SiuseAlva,aldo-mariategu,622,622
176036,aldo,desidia,topico 1,CESARA77777777,aldo-desidia,622,622
177244,mariategu,aldo,topico 1,PedalMetal,aldo-mariategu,622,622
145938,aldo,desidia,topico 1,Patriota21gmai1,aldo-desidia,622,622
164018,aldo,desidia,topico 1,Yesika83057729,aldo-desidia,622,622
145908,mariategu,aldo,topico 1,pablocarrionz89,aldo-mariategu,622,622
169881,aldo,desidia,topico 1,GTNZ1256,aldo-desidia,622,622
178359,aldo,desidia,topico 1,el_bobbyflores,aldo-desidia,622,622
178360,mariategu,aldo,topico 1,el_bobbyflores,aldo-mariategu,622,622
162025,aldo,desidia,topico 1,_DemocraciaPeru,aldo-desidia,622,622
178382,aldo,desidia,topico 1,ArmandoVa80,aldo-desidia,622,622
145939,mariategu,aldo,topico 1,Patriota21gmai1,aldo-mariategu,622,622
162026,mariategu,aldo,topico 1,_DemocraciaPeru,aldo-mariategu,622,622
169838,mariategu,aldo,topico 1,CeAuRaMo,aldo-mariategu,622,622
162483,mariategu,aldo,topico 1,caenrimo,aldo-mariategu,622,622
169837,aldo,desidia,topico 1,CeAuRaMo,aldo-desidia,622,622
178405,aldo,desidia,topico 1,rlopezaliaga1,aldo-desidia,622,622
178406,mariategu,aldo,topico 1,rlopezaliaga1,aldo-mariategu,622,622
178383,mariategu,aldo,topico 1,ArmandoVa80,aldo-mariategu,622,622
165481,aldo,desidia,topico 1,AmyVinatea,aldo-desidia,622,622
145907,aldo,desidia,topico 1,pablocarrionz89,aldo-desidia,622,622
178336,aldo,desidia,topico 1,QUIQUEBENITES1,aldo-desidia,622,622
178098,mariategu,aldo,topico 1,EHrodric,aldo-mariategu,622,622
177060,mariategu,aldo,topico 1,Ernesto98973386,aldo-mariategu,622,622
175805,mariategu,aldo,topico 1,elvita,aldo-mariategu,622,622
162002,aldo,desidia,topico 1,gabiperuvian,aldo-desidia,622,622
162003,mariategu,aldo,topico 1,gabiperuvian,aldo-mariategu,622,622
171518,aldo,desidia,topico 1,ROCIOLEONRODRI2,aldo-desidia,622,622
175827,aldo,desidia,topico 1,cholocharapa,aldo-desidia,622,622
143286,aldo,desidia,topico 1,Sweety47707662,aldo-desidia,622,622
143287,mariategu,aldo,topico 1,Sweety47707662,aldo-mariategu,622,622
168019,aldo,desidia,topico 1,SamanamuAlberto,aldo-desidia,622,622
175828,mariategu,aldo,topico 1,cholocharapa,aldo-mariategu,622,622
172473,mariategu,aldo,topico 1,dianapazac,aldo-mariategu,622,622
172472,aldo,desidia,topico 1,dianapazac,aldo-desidia,622,622
173009,aldo,desidia,topico 1,Rocio_ydalia,aldo-desidia,622,622
173010,mariategu,aldo,topico 1,Rocio_ydalia,aldo-mariategu,622,622
173851,aldo,desidia,topico 1,Jroman2030,aldo-desidia,622,622
174893,mariategu,aldo,topico 1,Frances60993190,aldo-mariategu,622,622
173512,mariategu,aldo,topico 1,orrego_hernan,aldo-mariategu,622,622
173806,mariategu,aldo,topico 1,mezones_rives,aldo-mariategu,622,622
171519,mariategu,aldo,topico 1,ROCIOLEONRODRI2,aldo-mariategu,622,622
173033,mariategu,aldo,topico 1,Pedringo17,aldo-mariategu,622,622
171495,aldo,desidia,topico 1,cesantib,aldo-desidia,622,622
175874,aldo,desidia,topico 1,WAS87481693,aldo-desidia,622,622
175875,mariategu,aldo,topico 1,WAS87481693,aldo-mariategu,622,622
143404,aldo,desidia,topico 1,europiades,aldo-desidia,622,622
173032,aldo,desidia,topico 1,Pedringo17,aldo-desidia,622,622
173511,aldo,desidia,topico 1,orrego_hernan,aldo-desidia,622,622
165425,aldo,desidia,topico 1,JoseCaceda1,aldo-desidia,622,622
172942,mariategu,aldo,topico 1,AnteslaLey,aldo-mariategu,622,622
173805,aldo,desidia,topico 1,mezones_rives,aldo-desidia,622,622
172941,aldo,desidia,topico 1,AnteslaLey,aldo-desidia,622,622
165426,mariategu,aldo,topico 1,JoseCaceda1,aldo-mariategu,622,622
173759,aldo,desidia,topico 1,Riva04361683,aldo-desidia,622,622
173828,aldo,desidia,topico 1,A17Ml08,aldo-desidia,622,622
172832,aldo,desidia,topico 1,kihienjeff,aldo-desidia,622,622
143405,mariategu,aldo,topico 1,europiades,aldo-mariategu,622,622
160184,aldo,desidia,topico 1,cetazeo,aldo-desidia,622,622
171496,mariategu,aldo,topico 1,cesantib,aldo-mariategu,622,622
161508,mariategu,aldo,topico 1,c_ninanya,aldo-mariategu,622,622
143221,aldo,desidia,topico 1,DAVIDCD1963,aldo-desidia,622,622
171844,aldo,desidia,topico 1,enriqueocflo,aldo-desidia,622,622
